02,13,19,32,34,49
07,14,23,27,31,45
08,13,17,27,32,49
01,02,03,12,18,27
07,09,14,35,39,48
12,15,18,21,32,43
12,15,21,30,44,47
05,23,25,28,30,42
06,11,17,21,36,45
14,21,22,26,44,49
02,15,21,39,44,48
04,17,19,36,38,48
11,14,16,18,39,41
03,16,19,30,36,47
01,15,27,29,31,33
07,15,17,28,45,47
11,21,24,26,35,38
09,21,34,35,47,48
03,06,11,15,22,24
05,08,27,30,47,49
04,15,16,21,28,42
02,04,19,40,44,45
18,19,25,29,32,41
15,18,21,29,40,47
03,22,36,39,45,47
01,10,14,33,39,44
06,16,17,25,36,37
04,05,22,32,44,45
01,07,10,23,38,47
03,08,20,25,30,38
17,22,38,44,47,49
06,17,19,29,31,38
10,16,17,23,27,43
03,23,25,37,43,46
04,06,15,21,26,40
03,05,19,35,40,47
02,20,22,29,34,36
07,15,28,29,38,48
04,13,26,40,41,48
08,19,24,25,29,49
03,10,28,34,40,42
27,30,35,36,40,49
07,08,27,37,41,45
08,21,25,27,43,47
05,07,23,25,33,42
08,24,34,37,43,48
02,05,14,18,35,49
07,08,24,32,36,41
08,19,24,26,30,47
03,06,07,32,41,43
06,10,13,14,15,28
19,21,29,37,41,49
07,13,23,40,41,49
07,15,20,28,32,42
01,23,29,31,35,42
08,11,32,41,44,45
08,24,25,31,43,46
06,09,10,24,26,32
02,10,41,42,44,45
08,09,12,19,24,41
19,20,32,37,42,49
02,12,19,39,44,45
08,18,26,40,44,49
02,10,14,19,24,35
09,22,39,43,45,47
02,14,23,29,30,39
06,26,36,39,40,45
20,21,22,24,40,46
16,22,26,30,35,39
01,08,16,23,36,43
13,21,28,36,37,40
08,15,16,34,40,42
07,12,13,19,31,42
03,12,19,20,24,39
05,09,16,28,41,43
03,11,15,17,21,40
02,18,24,26,27,30
01,11,19,26,27,34
19,28,34,36,41,47
07,08,22,34,39,45
04,10,17,18,21,42
09,16,19,31,32,48
04,24,26,34,36,46
04,21,24,26,34,36
02,11,23,24,43,49
09,16,30,38,40,41
03,11,21,27,28,34
04,07,19,37,44,45
08,11,27,38,40,44
08,17,18,34,41,49
02,09,12,40,45,48
07,25,35,37,41,42
02,04,05,13,30,38
10,13,15,16,24,43
04,12,15,17,37,46
06,15,35,37,45,48
10,18,25,37,38,49
02,10,12,20,43,46
13,25,31,32,38,40
02,18,24,28,33,36
04,05,09,22,39,49
02,12,16,18,27,40
10,20,25,26,32,47
06,09,10,11,42,44
11,13,31,32,47,49
05,14,16,30,37,44
15,28,31,32,38,49
07,08,09,21,24,25
01,12,34,38,46,48
09,11,18,29,30,43
07,18,35,40,41,49
02,09,13,26,29,35
01,09,17,25,28,44
07,10,12,32,38,41
02,07,11,16,17,44
13,26,30,35,36,39
01,28,31,34,35,40
05,08,20,31,32,33
23,24,25,26,32,35
03,09,15,23,27,37
01,11,22,23,38,39
01,19,26,32,33,34
02,17,18,28,35,40
07,25,31,35,37,39
04,11,25,36,40,49
08,17,19,29,42,43
10,19,33,43,45,46
03,17,20,22,24,34
07,12,18,34,35,41
24,25,34,40,41,43
11,16,23,31,47,49
14,22,24,26,31,41
02,15,17,19,26,38
17,18,21,23,27,48
01,07,24,34,36,48
08,21,35,36,37,43
05,09,11,20,22,29
04,18,20,25,30,49
02,09,12,15,26,31
05,14,24,28,36,49
06,09,17,22,28,36
04,05,12,27,43,45
04,08,11,23,34,35
09,18,19,22,31,38
01,02,21,22,27,47
07,10,12,19,22,45
12,18,19,24,32,42
01,09,11,26,33,40
01,04,38,42,46,49
07,08,10,14,27,48
03,06,25,31,32,40
15,23,28,36,39,47
11,12,22,28,37,49
06,07,22,31,38,44
15,24,29,32,36,46
19,28,33,40,42,48
06,09,13,24,35,42
08,09,11,21,42,44
03,05,21,26,28,34
04,24,26,30,39,46
03,15,27,35,36,45
16,19,28,45,48,49
25,28,31,35,44,48
05,32,33,38,40,47
01,03,04,07,14,45
03,11,16,19,22,47
05,06,09,20,29,30
21,29,31,32,34,46
03,09,11,35,43,45
03,07,12,29,31,44
05,10,11,13,23,41
06,08,22,24,43,45
01,09,10,12,27,49
19,25,27,42,47,48
12,19,34,45,47,48
03,17,21,35,37,38
02,06,17,25,37,49
05,06,17,22,34,40
07,11,16,31,41,42
16,23,26,35,45,47
07,09,20,31,37,47
01,20,23,41,45,47
05,12,23,26,33,48
04,06,31,33,35,42
13,18,28,29,30,33
09,15,18,23,37,41
14,15,20,23,26,48
01,05,07,10,25,44
04,07,16,18,23,36
01,10,20,21,37,44
01,14,18,19,26,37
01,04,18,37,40,49
04,15,20,35,39,41
07,19,23,28,42,49
07,10,12,35,38,40
02,17,35,37,43,48
08,17,19,45,48,49
09,17,19,25,29,46
06,09,20,26,38,45
06,10,17,26,44,49
13,17,20,27,33,34
20,23,35,43,44,47
01,02,05,27,39,49
18,21,27,37,38,40
03,05,22,35,43,46
11,23,32,42,46,47
01,06,08,12,27,40
03,16,21,25,26,39
03,05,09,20,29,49
12,22,26,27,30,31
01,11,20,35,40,49
11,14,21,30,39,40
03,15,30,37,38,41
03,13,16,21,28,43
03,07,11,20,22,30
18,19,22,29,35,45
19,20,25,32,33,34
09,12,13,22,23,43
07,10,26,29,33,37
18,25,26,29,30,39
18,21,28,32,34,42
10,24,25,31,32,36
08,15,16,19,27,47
03,09,28,29,41,42
06,19,20,28,31,39
01,22,26,27,31,34
09,11,17,23,28,36
03,12,22,24,35,46
10,11,26,32,33,44
01,11,16,26,45,47
11,16,21,22,28,46
06,14,24,30,35,48
02,14,20,24,41,47
03,19,40,44,47,48
07,15,16,25,28,29
06,08,18,22,26,36
13,20,33,35,42,48
07,11,35,36,37,40
16,25,29,35,39,49
03,05,14,21,28,43
04,38,39,41,45,49
01,22,28,37,39,43
03,04,24,30,36,44
08,17,25,26,38,48
22,25,29,41,42,43
02,09,13,27,36,48
11,12,17,27,42,48
05,15,19,21,29,39
03,16,25,29,35,40
04,22,36,40,43,47
05,18,30,33,37,45
08,26,31,32,39,42
04,05,17,24,27,28
08,10,22,24,35,47
13,15,20,24,32,38
04,09,15,29,37,45
01,06,23,32,39,48
02,03,06,10,25,43
06,10,32,34,36,48
12,28,32,33,36,49
03,09,12,23,27,49
02,03,14,29,36,40
07,19,28,33,38,45
26,29,31,34,36,40
17,28,31,39,47,49
11,18,31,34,35,45
16,17,21,26,31,38
09,15,25,37,47,49
07,12,13,21,44,46
03,05,08,13,21,43
22,30,33,40,42,45
03,14,15,19,20,28
01,06,10,14,34,46
06,14,15,39,46,48
02,09,16,21,30,31
05,22,26,33,47,48
02,08,15,22,28,48
04,07,14,30,46,49
12,21,29,30,44,46
04,14,16,26,38,47
02,04,22,23,32,35
12,13,15,31,32,43
05,07,15,18,20,21
01,22,27,42,43,49
01,05,18,21,32,36
04,09,20,29,41,49
03,19,23,26,30,41
02,07,16,20,35,42
08,14,28,39,40,42
04,09,21,42,45,48
09,15,18,42,43,49
08,14,20,22,28,32
07,14,24,34,35,40
24,28,34,38,39,44
04,05,07,29,42,46
04,14,30,31,34,44
17,19,21,31,35,48
06,09,14,32,36,45
07,10,16,26,35,40
02,11,17,26,34,40
09,14,22,33,37,39
10,13,24,33,40,45
11,13,20,31,34,40
12,17,30,39,43,47
05,08,12,14,21,28
11,24,28,30,32,34
02,06,10,20,38,40
06,11,12,25,36,46
04,05,22,36,42,47
12,16,28,32,43,45
03,10,17,26,36,41
04,05,37,40,41,45
07,15,20,23,29,34
04,14,15,16,18,40
01,06,30,31,41,43
06,19,21,22,34,37
09,16,20,21,33,41
02,10,14,16,27,44
08,09,15,19,21,49
17,26,36,37,38,46
02,09,10,14,25,41
01,11,14,16,20,41
27,35,38,45,46,47
20,28,30,36,41,46
03,11,13,23,32,47
07,10,13,15,35,38
01,30,40,43,45,48
05,10,12,22,34,35
18,22,23,25,42,44
04,05,16,18,21,36
08,26,42,46,48,49
04,13,31,41,43,48
03,10,33,35,43,44
05,06,08,26,39,40
01,02,06,25,31,44
02,03,12,16,32,40
02,11,27,29,31,48
01,17,25,29,30,40
01,11,22,28,38,44
06,07,15,27,32,40
01,08,10,12,26,27
19,21,28,32,43,48
01,12,13,23,40,43
01,12,21,35,44,45
08,11,12,18,36,44
12,17,23,27,37,40
03,08,24,31,32,49
06,07,11,28,38,45
02,13,14,29,43,45
05,11,20,32,35,43
11,13,17,26,34,48
03,11,17,41,45,47
03,10,28,35,47,49
27,30,34,43,46,49
02,12,18,34,37,46
06,11,20,26,38,46
03,05,22,33,39,40
02,06,11,33,37,46
06,23,30,33,37,44
06,10,24,27,32,45
04,15,17,19,24,37
12,17,19,27,32,48
04,11,19,40,46,49
04,10,12,14,17,47
15,24,31,38,41,46
05,06,08,10,29,37
05,30,33,37,41,42
12,15,20,41,43,47
03,18,26,37,39,42
07,08,15,16,34,35
11,28,34,38,46,49
10,22,30,36,45,47
21,22,32,33,38,42
02,11,13,14,28,46
12,20,23,24,44,48
06,20,22,30,46,47
01,13,18,19,39,45
02,06,29,38,40,46
11,15,25,40,47,48
13,14,15,32,40,49
10,23,25,31,40,46
03,04,20,24,29,49
01,06,25,35,36,41
13,16,24,30,38,48
25,27,33,36,41,45
01,15,20,33,46,47
02,03,08,21,27,41
01,02,11,21,22,44
01,07,21,27,38,46
07,11,22,23,26,30
12,14,21,30,37,40
01,19,21,28,45,48
11,17,30,39,45,49
18,19,26,35,46,49
05,11,19,27,34,46
02,03,12,16,29,37
16,17,23,24,39,42
09,14,19,43,44,48
11,19,22,26,28,30
05,17,21,23,42,46
03,07,15,37,38,46
01,06,41,47,48,49
08,13,24,32,39,42
01,16,25,28,33,38
03,10,12,23,35,39
12,19,24,39,40,42
11,19,25,26,29,30
03,09,13,15,25,28
10,14,17,33,39,46
01,09,16,20,28,31
04,08,13,19,32,46
04,06,12,16,25,43
12,20,28,36,39,45
01,24,30,41,45,46
02,03,04,07,21,38
12,20,22,23,30,44
06,07,14,15,25,43
18,19,28,45,46,49
18,21,32,36,45,46
01,08,10,16,26,32
01,02,07,08,11,42
09,17,21,31,34,41
11,14,19,24,39,43
24,37,40,41,43,46
11,15,21,25,38,44
03,28,30,31,36,41
03,10,13,30,33,47
17,20,27,29,35,40
16,36,41,47,48,49
02,04,06,31,39,42
08,09,18,30,33,49
02,18,20,35,43,44
03,08,12,22,29,49
06,20,30,36,41,49
09,11,14,35,45,47
07,13,36,39,48,49
01,08,10,32,38,40
03,29,33,43,47,48
02,14,16,23,31,49
04,06,17,18,36,38
07,31,32,37,38,47
09,23,24,28,35,41
04,08,13,16,39,46
11,15,16,21,27,33
05,14,18,30,46,48
01,02,07,17,38,49
11,23,35,38,46,49
04,05,11,23,40,44
01,11,15,23,27,30
08,09,32,34,39,47
18,19,30,34,43,45
01,08,09,20,43,45
02,05,21,24,28,44
07,08,22,23,30,48
05,18,20,22,30,37
09,12,14,24,37,40
11,13,20,24,35,38
01,04,12,33,44,47
13,29,35,37,41,49
12,21,28,30,38,42
04,07,32,34,46,49
08,13,23,38,42,48
06,11,12,25,31,43
07,14,16,36,37,47
14,18,20,25,38,44
13,20,22,29,30,48
04,12,13,24,35,43
18,27,37,41,42,49
02,03,10,38,40,43
01,21,22,25,28,30
11,16,23,32,34,49
01,10,21,23,33,47
06,30,32,37,39,44
12,20,22,26,34,40
08,18,31,36,41,43
01,25,27,36,39,42
02,16,36,38,44,49
03,10,11,15,21,37
09,18,22,23,34,35
02,08,25,29,32,37
02,08,22,33,37,42
08,09,10,25,26,31
09,28,31,36,43,46
02,11,30,42,48,49
02,03,31,32,34,39
04,17,32,33,35,37
03,05,18,22,25,30
20,26,33,38,40,48
10,22,28,34,39,41
08,15,23,35,36,37
04,15,22,30,32,41
25,26,28,30,31,40
15,24,29,31,36,41
05,08,30,34,39,41
04,07,14,38,39,42
10,11,24,28,30,39
17,24,29,31,33,43
01,10,13,14,18,24
08,12,18,37,47,49
08,14,24,28,33,49
05,17,24,26,30,44
03,12,13,18,38,44
02,05,07,09,20,24
02,12,22,31,33,44
17,23,29,30,31,37
09,12,19,24,32,40
23,27,30,37,39,46
03,18,27,28,32,45
02,06,08,21,26,43
07,19,38,41,43,46
16,19,25,26,33,46
02,04,08,22,24,39
16,20,28,36,40,44
02,32,37,44,45,49
02,18,40,42,43,46
02,06,09,16,17,45
10,21,26,33,34,47
03,12,21,37,42,47
04,18,23,26,28,37
09,11,12,20,27,43
11,17,18,29,38,40
03,06,14,41,43,45
01,06,07,15,35,39
15,18,30,39,45,46
05,14,17,41,42,49
03,06,35,36,39,49
02,08,09,12,44,47
05,06,19,40,41,43
24,30,31,32,43,47
13,17,19,20,22,29
10,15,16,19,20,48
04,12,14,30,42,43
03,05,12,34,46,49
21,33,36,38,45,47
07,13,22,26,36,49
03,07,33,37,47,49
03,14,18,23,28,45
05,15,17,23,33,37
11,14,22,26,38,44
04,05,14,16,45,49
09,23,27,33,38,44
01,02,09,18,38,48
03,12,19,26,42,48
11,17,27,29,40,45
09,11,14,23,28,47
04,13,19,22,24,27
05,06,12,17,24,32
09,13,30,36,37,45
13,15,18,22,41,48
06,14,30,41,43,49
05,11,22,29,32,37
07,12,18,27,32,34
04,07,12,14,15,49
05,13,14,19,20,37
03,12,22,23,25,43
11,20,23,28,31,43
02,12,27,33,38,41
02,17,19,20,21,26
10,29,31,36,38,46
04,15,25,30,39,44
01,04,17,27,34,49
17,31,35,36,48,49
01,15,18,34,45,46
04,07,22,29,30,40
04,23,32,36,37,46
09,13,27,28,31,34
02,03,18,33,36,41
03,06,07,21,34,49
05,24,34,45,47,49
01,03,24,27,36,46
07,09,12,13,29,48
09,16,27,35,43,46
13,15,30,32,41,45
11,13,16,18,43,45
21,33,35,37,41,42
01,19,33,38,43,47
12,25,31,32,36,49
04,09,37,38,40,43
16,23,33,38,47,49
12,16,23,27,28,41
13,24,28,30,43,44
12,15,16,19,20,39
01,02,04,05,26,36
17,20,28,34,35,45
12,15,28,37,42,49
07,12,15,23,39,46
07,09,34,43,44,47
01,10,31,32,34,45
02,09,20,39,42,48
02,11,27,32,35,40
28,30,32,33,37,42
05,07,26,32,44,45
07,33,35,36,39,40
08,09,12,20,34,41
10,22,34,37,38,47
20,22,29,32,45,48
02,11,14,21,30,48
07,13,19,30,33,41
05,06,40,45,46,48
06,07,12,23,37,49
08,17,20,29,35,37
04,28,29,33,42,47
20,23,28,29,36,37
06,10,21,24,33,36
14,15,30,34,37,48
11,17,19,34,35,41
10,24,27,38,45,48
01,08,14,25,30,36
07,10,37,45,47,49
07,30,31,34,35,46
06,12,33,35,38,45
03,07,09,11,15,18
01,03,08,09,29,36
13,15,20,25,28,49
01,17,32,37,43,45
04,12,21,29,35,38
08,16,22,23,32,48
01,02,03,07,14,20
10,21,26,33,40,45
06,07,23,26,31,49
08,10,11,23,28,38
04,22,26,27,31,33
20,34,35,36,40,45
01,02,04,17,23,31
05,26,29,36,38,45
08,10,14,27,35,36
04,12,14,16,39,41
04,09,17,23,34,38
03,04,19,20,21,36
01,13,28,30,35,39
14,18,35,37,46,47
01,10,30,35,39,44
11,16,27,41,45,49
10,17,26,38,39,47
06,21,30,31,36,39
06,07,12,18,26,42
03,10,13,34,38,39
09,24,30,37,42,49
03,14,31,36,38,44
09,16,17,34,44,45
12,18,24,28,38,48
09,14,21,25,26,42
12,15,16,44,45,46
02,10,12,21,37,40
08,16,21,32,40,42
01,06,10,16,23,36
04,05,21,32,35,47
04,10,17,22,35,48
06,22,29,32,38,40
09,12,14,16,38,46
04,06,21,26,33,40
01,16,20,30,38,43
01,03,09,11,29,31
01,09,13,24,29,39
13,15,18,33,39,45
16,17,31,32,41,42
07,13,15,27,37,44
01,07,12,13,15,17
10,15,24,30,39,45
05,08,22,24,28,44
23,25,29,36,37,48
04,06,07,12,18,39
14,22,23,26,27,29
06,16,38,44,45,46
13,14,17,36,38,41
04,15,16,22,30,41
01,02,22,34,35,39
01,03,15,24,43,44
02,06,12,24,44,47
07,08,31,33,34,47
03,09,13,24,32,49
10,22,32,35,36,47
01,16,24,29,31,43
05,08,25,34,37,44
01,23,30,41,43,49
02,03,19,20,29,37
29,32,34,42,44,46
01,04,09,11,38,48
03,15,23,26,34,38
02,03,07,10,21,38
02,05,31,33,43,49
02,27,29,34,35,40
12,21,22,36,47,49
04,08,34,36,37,44
13,15,26,39,41,43
07,08,17,21,33,37
04,10,12,14,15,29
06,19,22,24,30,31
02,11,16,20,23,41
08,09,14,19,22,32
10,17,18,42,45,47
01,06,10,30,42,49
09,18,20,29,33,47
03,10,12,15,21,46
05,07,12,23,38,43
04,10,18,19,21,39
07,08,12,29,34,36
01,25,26,38,41,49
07,14,20,26,30,44
03,06,29,41,43,44
01,02,05,09,17,31
02,13,14,24,35,38
09,15,16,23,31,40
05,06,09,15,26,41
05,06,07,27,43,47
02,09,23,34,38,45
02,05,10,31,42,45
16,20,31,33,34,45
05,06,12,29,35,38
01,03,27,42,47,48
07,09,11,12,33,40
05,07,08,10,44,49
03,21,24,37,41,44
10,18,34,40,43,45
01,02,12,15,23,39
17,19,34,39,41,45
03,10,13,20,24,48
11,16,27,39,40,48
01,11,14,25,28,47
01,14,17,20,31,44
18,19,31,39,40,43
01,06,10,16,18,20
01,03,04,14,28,30
16,18,24,27,30,49
10,25,28,30,31,48
06,10,21,30,37,40
12,13,19,29,36,40
04,07,09,40,41,45
21,31,40,42,47,49
03,15,31,34,38,44
10,12,16,20,26,29
10,17,24,37,40,43
14,25,29,40,42,47
07,14,17,21,26,40
32,33,35,37,39,41
04,06,07,20,35,44
07,09,14,21,26,42
06,09,22,31,42,44
04,17,26,28,31,37
06,07,21,26,33,44
04,06,38,40,48,49
01,02,16,27,30,33
13,17,42,43,45,48
01,07,13,42,44,49
02,06,15,39,40,45
05,13,19,25,27,44
01,11,17,24,37,48
15,19,23,26,33,49
01,05,07,22,35,43
07,15,19,23,43,45
18,27,30,40,41,45
11,18,24,31,35,41
07,08,23,30,35,45
05,06,10,18,40,46
03,09,20,22,35,48
10,17,24,28,38,42
04,09,11,20,28,41
08,12,17,18,34,36
04,10,13,26,39,48
08,18,29,31,43,47
01,04,10,18,26,31
10,24,25,28,30,37
02,07,17,23,34,46
10,19,22,23,30,35
01,06,17,21,36,46
13,18,23,32,39,49
26,29,31,35,38,39
02,03,11,27,41,45
01,23,30,33,46,47
05,19,21,30,34,48
09,14,22,28,35,42
06,07,09,16,19,34
03,20,24,28,32,49
09,12,21,38,45,47
03,09,13,24,40,46
02,11,22,25,44,47
15,23,29,33,39,47
25,32,35,38,46,48
18,22,26,30,31,43
18,27,33,40,47,48
